merchant_id,business_category,business_age,country,monthly_revenue,avg_transaction_value,chargeback_ratio,negative_reviews_ratio,previous_fraud_reports,suspicious_activity_flag,is_fraud
M00396,Pharmacy,39,USA,25971,3733,0.28,0.33,5,Yes,1
M00397,Grocery,33,Germany,18814,2850,0.05,0.02,2,No,0
M00398,Electronics,16,Germany,100470,4054,0.1,0.15,1,Yes,1
M00399,Electronics,49,India,66568,2480,0.23,0.18,3,Yes,1
M00400,Pharmacy,26,Australia,123261,2613,0.17,0.24,0,No,0
M00401,Retail,9,Canada,124891,2737,0.18,0.09,1,Yes,1
M00402,Retail,19,France,127077,1592,0.22,0.1,1,Yes,1
M00403,Clothing,42,Australia,29686,4401,0.1,0.37,6,Yes,1
M00404,Pharmacy,6,India,33492,4161,0.21,0.03,5,No,1
M00405,Services,12,Brazil,177166,1909,0.09,0.36,1,No,0
M00406,Electronics,6,India,17410,292,0.08,0.04,3,No,0
M00407,Clothing,37,UK,93809,1766,0.29,0.07,5,No,1
M00408,Automotive,1,UK,95329,3126,0.08,0.05,2,No,0
M00409,Services,41,Canada,143849,4635,0.11,0.24,0,Yes,1
M00410,Clothing,7,France,178802,2384,0.29,0.38,10,No,1
M00411,Retail,16,France,47734,632,0.02,0.0,0,No,0
M00412,Electronics,7,USA,198784,3395,0.22,0.18,0,Yes,1
M00413,Grocery,28,India,142141,3180,0.06,0.07,0,Yes,1
M00414,Grocery,44,Germany,99275,3763,0.23,0.36,4,No,1
M00415,Retail,48,Germany,89785,800,0.18,0.32,4,No,0
M00416,Services,31,USA,73672,2700,0.02,0.29,0,Yes,1
M00417,Services,24,Australia,188928,195,0.17,0.14,4,No,0
M00418,Services,12,Canada,103297,486,0.17,0.21,9,No,1
M00419,Automotive,36,Germany,101296,401,0.12,0.21,7,Yes,1
M00420,Services,29,Brazil,76363,109,0.23,0.3,2,No,1
M00421,Retail,46,France,162559,1753,0.15,0.23,1,No,0
M00422,Pharmacy,7,India,194592,3626,0.04,0.01,2,No,0
M00423,Clothing,34,USA,152708,1993,0.07,0.36,3,No,0
M00424,Grocery,41,Brazil,39532,166,0.01,0.39,10,Yes,1
M00425,Pharmacy,33,Australia,130501,3157,0.22,0.06,10,Yes,1
M00426,Retail,24,Germany,48083,1094,0.13,0.08,7,No,1
M00427,Clothing,19,Germany,165893,3281,0.3,0.37,8,Yes,1
M00428,Clothing,44,India,96377,4834,0.14,0.03,0,No,0
M00429,Automotive,43,UK,78746,2586,0.13,0.05,6,No,1
M00430,Retail,11,UK,44049,1348,0.07,0.35,4,Yes,1
M00431,Automotive,15,France,60298,1905,0.08,0.01,1,No,0
M00432,Electronics,8,Brazil,119120,1490,0.17,0.32,2,Yes,1
M00433,Grocery,28,UK,50294,2089,0.12,0.31,6,No,1
M00434,Grocery,10,UK,22904,4424,0.17,0.18,0,No,0
M00435,Pharmacy,6,India,85528,2382,0.04,0.07,1,No,0
M00436,Retail,8,Australia,77267,1160,0.21,0.28,4,No,1
M00437,Clothing,46,Brazil,12715,3575,0.04,0.12,3,No,0
M00438,Electronics,33,Australia,12504,3165,0.29,0.04,1,Yes,1
M00439,Electronics,30,Canada,84387,4518,0.16,0.3,10,No,1
M00440,Retail,13,India,62084,173,0.19,0.36,6,Yes,1
M00441,Retail,14,France,176842,257,0.2,0.28,5,No,0
M00442,Retail,9,India,173691,1628,0.16,0.14,1,No,0
M00443,Retail,49,France,121117,1411,0.04,0.29,6,No,1
M00444,Electronics,31,France,22191,4576,0.21,0.29,5,Yes,1
M00445,Electronics,47,Canada,96429,2589,0.17,0.33,2,No,0
M00446,Retail,22,India,174690,3834,0.19,0.05,2,No,0
M00447,Electronics,47,Australia,152618,2237,0.1,0.24,3,Yes,1
M00448,Services,36,France,35031,1450,0.11,0.13,5,Yes,1
M00449,Retail,11,Brazil,123372,3100,0.19,0.01,1,No,0
M00450,Retail,38,Brazil,107310,4693,0.12,0.3,4,Yes,1
M00451,Services,42,USA,178875,2737,0.29,0.33,0,Yes,1
M00452,Services,32,Brazil,161340,3748,0.06,0.08,2,Yes,1
M00453,Grocery,6,France,94773,4280,0.21,0.15,10,No,1
M00454,Clothing,44,Germany,111873,473,0.19,0.19,10,No,1
M00455,Automotive,4,Brazil,147300,4540,0.15,0.29,1,Yes,1
M00456,Services,21,France,66348,827,0.04,0.21,10,No,1
M00457,Pharmacy,26,UK,157217,4647,0.27,0.27,8,No,1
M00458,Automotive,15,Germany,43169,970,0.01,0.13,9,Yes,1
M00459,Services,9,France,9464,521,0.17,0.02,6,No,1
M00460,Pharmacy,19,USA,159551,3384,0.21,0.35,6,No,1
M00461,Electronics,27,USA,154090,4569,0.2,0.37,1,Yes,1
M00462,Pharmacy,27,France,25663,3205,0.11,0.23,6,No,1
M00463,Electronics,41,India,64256,580,0.28,0.37,8,No,1
M00464,Grocery,30,Canada,147208,973,0.29,0.25,1,Yes,1
M00465,Pharmacy,30,France,121483,3127,0.28,0.19,2,Yes,1
M00466,Electronics,37,Germany,43338,4297,0.15,0.31,10,No,1
M00467,Electronics,11,USA,179292,4353,0.18,0.34,8,Yes,1
M00468,Services,4,UK,75675,430,0.24,0.28,0,No,1
M00469,Automotive,7,India,43145,2189,0.08,0.19,10,No,1
M00470,Services,2,USA,11665,2153,0.29,0.28,3,Yes,1
M00471,Services,48,Brazil,46464,4671,0.29,0.06,6,No,1
M00472,Grocery,11,France,48363,2736,0.01,0.21,4,No,0
M00473,Electronics,20,Brazil,71653,2790,0.28,0.32,1,Yes,1
M00474,Services,33,Brazil,128840,1052,0.2,0.04,3,No,0
M00475,Clothing,20,Australia,63040,4413,0.15,0.07,8,Yes,1
M00476,Services,11,India,25447,4162,0.05,0.13,9,Yes,1
M00477,Automotive,30,Australia,46797,376,0.08,0.32,5,Yes,1
M00478,Automotive,21,UK,164944,1796,0.21,0.38,3,No,1
M00479,Clothing,38,Canada,135873,3692,0.07,0.19,7,No,1
M00480,Pharmacy,16,France,35100,2138,0.19,0.03,5,No,0
M00481,Grocery,15,USA,92919,3900,0.28,0.19,9,No,1
M00482,Retail,43,UK,79283,3782,0.23,0.29,7,No,1
M00483,Electronics,34,India,42395,3564,0.02,0.32,6,No,1
M00484,Retail,48,UK,142509,761,0.04,0.16,6,No,1
M00485,Services,20,Australia,191061,2949,0.02,0.08,9,No,1
M00486,Pharmacy,40,Brazil,104048,3900,0.18,0.06,4,Yes,1
M00487,Grocery,39,Germany,41720,3129,0.29,0.07,6,Yes,1
M00488,Grocery,8,Australia,79309,4549,0.23,0.23,8,No,1
M00489,Automotive,31,UK,107791,4453,0.05,0.39,4,Yes,1
M00490,Services,18,Germany,90794,3074,0.07,0.28,8,Yes,1
M00491,Pharmacy,1,Australia,177373,4152,0.01,0.13,7,Yes,1
M00492,Electronics,21,France,168348,4504,0.19,0.31,5,Yes,1
M00493,Automotive,10,Australia,90515,913,0.21,0.23,3,No,1
M00494,Pharmacy,19,India,96243,2881,0.1,0.09,6,Yes,1
M00495,Electronics,17,USA,94976,4059,0.23,0.25,1,No,1
M00496,Pharmacy,21,Germany,82701,2939,0.03,0.35,0,No,0
M00497,Grocery,7,UK,47749,949,0.01,0.28,9,No,1
M00498,Clothing,6,USA,6261,2481,0.11,0.15,6,No,1
M00499,Services,3,UK,85913,1302,0.28,0.07,5,No,1
M00500,Automotive,24,UK,122000,1779,0.26,0.16,10,Yes,1
M00501,Retail,30,Germany,63652,301,0.26,0.01,10,Yes,1
M00502,Grocery,2,India,118655,2022,0.03,0.24,7,Yes,1
M00503,Services,1,USA,130794,3472,0.16,0.11,2,No,0
M00504,Retail,34,Australia,37050,3834,0.06,0.02,7,Yes,1
M00505,Clothing,46,India,93066,115,0.29,0.08,2,No,1
M00506,Electronics,18,Canada,13617,702,0.27,0.36,7,Yes,1
M00507,Automotive,32,UK,128988,3048,0.04,0.35,4,Yes,1
M00508,Grocery,47,UK,105687,3960,0.11,0.2,9,No,1
M00509,Services,18,UK,30201,4880,0.18,0.36,5,Yes,1
M00510,Grocery,27,Canada,103915,1980,0.1,0.38,5,No,0
M00511,Pharmacy,15,India,96008,4265,0.03,0.11,1,No,0
M00512,Electronics,11,Germany,185818,2313,0.15,0.14,6,Yes,1
M00513,Electronics,42,Brazil,90121,1255,0.01,0.09,5,No,0
M00514,Retail,32,USA,31273,4622,0.14,0.24,9,No,1
M00515,Pharmacy,2,Germany,59848,2648,0.03,0.22,5,No,0
M00516,Grocery,35,Brazil,173891,962,0.28,0.32,8,No,1
M00517,Services,28,France,141938,4374,0.19,0.12,0,No,0
M00518,Electronics,22,Australia,195544,4566,0.08,0.2,9,Yes,1
M00519,Retail,36,India,6151,1363,0.22,0.21,5,No,1
M00520,Clothing,35,USA,153829,1453,0.09,0.27,4,No,0
M00521,Electronics,15,USA,139606,3749,0.06,0.06,9,Yes,1
M00522,Services,21,India,38769,3087,0.02,0.28,7,No,1
M00523,Services,35,Australia,148148,1752,0.1,0.24,2,Yes,1
M00524,Pharmacy,5,Germany,142602,3229,0.1,0.18,3,Yes,1
M00525,Services,25,Brazil,105836,2364,0.12,0.1,3,No,0
M00526,Clothing,24,Australia,69960,2006,0.06,0.04,1,Yes,1
M00527,Electronics,4,Australia,109438,1534,0.01,0.12,1,Yes,1
M00528,Clothing,6,India,56000,234,0.01,0.24,9,No,1
M00529,Grocery,3,India,44344,1520,0.21,0.06,0,No,1
M00530,Grocery,6,UK,89228,951,0.08,0.16,0,Yes,1
M00531,Services,44,Germany,64497,4543,0.11,0.13,3,Yes,1
M00532,Clothing,49,UK,47980,3858,0.24,0.15,1,Yes,1
M00533,Grocery,6,Australia,63377,2365,0.27,0.32,0,Yes,1
M00534,Retail,44,Australia,45331,3315,0.23,0.35,8,Yes,1
M00535,Automotive,22,UK,78556,4519,0.17,0.1,5,No,0
M00536,Retail,30,France,140662,4395,0.18,0.37,5,Yes,1
M00537,Services,46,Australia,183328,3630,0.29,0.38,8,Yes,1
M00538,Retail,39,UK,16551,528,0.01,0.05,0,No,0
M00539,Grocery,45,USA,60041,3939,0.17,0.04,9,No,1
M00540,Pharmacy,17,Australia,137122,2244,0.12,0.01,7,No,1
M00541,Retail,12,UK,191080,1350,0.17,0.1,6,No,1
M00542,Electronics,17,India,146713,2265,0.12,0.17,4,No,0
M00543,Retail,37,Germany,152273,1117,0.19,0.1,8,No,1
M00544,Retail,6,Canada,76597,4257,0.16,0.18,5,No,0
M00545,Clothing,1,Canada,8176,3828,0.16,0.3,10,No,1
M00546,Automotive,20,Australia,129007,1364,0.04,0.18,5,No,0
M00547,Pharmacy,42,USA,52126,2050,0.17,0.07,8,Yes,1
M00548,Clothing,49,Brazil,73542,2140,0.05,0.33,3,No,0
M00549,Services,37,Canada,101032,2279,0.24,0.06,7,Yes,1
M00550,Retail,26,France,9987,1616,0.23,0.12,8,Yes,1
M00551,Retail,21,Canada,22491,1106,0.24,0.22,2,No,1
M00552,Services,26,Australia,164035,905,0.14,0.14,7,Yes,1
M00553,Retail,13,UK,52516,2238,0.26,0.21,2,No,1
M00554,Services,13,France,106533,2341,0.27,0.29,6,Yes,1
M00555,Retail,13,Brazil,140829,2682,0.19,0.09,5,No,0
M00556,Retail,48,UK,6352,4760,0.27,0.05,10,No,1
M00557,Automotive,29,India,79558,3635,0.06,0.17,5,Yes,1
M00558,Electronics,44,UK,138854,598,0.17,0.21,3,No,0
M00559,Pharmacy,33,UK,14597,1233,0.18,0.38,7,No,1
M00560,Automotive,4,Brazil,46980,752,0.17,0.16,3,Yes,1
M00561,Electronics,49,India,10496,3515,0.24,0.28,6,Yes,1
M00562,Pharmacy,31,USA,68111,2660,0.23,0.31,2,Yes,1
M00563,Clothing,18,France,77147,3740,0.12,0.09,0,Yes,1
M00564,Retail,9,USA,73455,637,0.2,0.38,6,No,1
M00565,Electronics,33,Brazil,77948,2628,0.13,0.29,6,No,1
M00566,Services,39,Canada,86005,878,0.02,0.26,3,No,0
M00567,Grocery,16,France,98722,1551,0.07,0.3,10,Yes,1
M00568,Electronics,27,Canada,10432,255,0.09,0.02,10,No,1
M00569,Services,48,UK,37483,1344,0.03,0.36,9,Yes,1
M00570,Automotive,4,Brazil,114943,2887,0.22,0.15,5,Yes,1
M00571,Clothing,46,Brazil,65609,1207,0.07,0.21,2,Yes,1
M00572,Services,43,Canada,42966,1588,0.11,0.27,0,No,0
M00573,Retail,49,Brazil,120060,4051,0.23,0.06,10,No,1
M00574,Grocery,47,India,40091,1252,0.07,0.25,1,Yes,1
M00575,Clothing,29,France,40671,3814,0.21,0.05,7,No,1
M00576,Services,5,Germany,148196,1989,0.03,0.05,3,No,0
M00577,Automotive,19,UK,174521,4106,0.28,0.34,0,Yes,1
M00578,Retail,47,Germany,24547,2636,0.2,0.37,2,No,0
M00579,Automotive,41,France,65650,816,0.26,0.04,5,Yes,1
M00580,Grocery,13,Australia,63577,1137,0.03,0.35,6,Yes,1
M00581,Pharmacy,16,USA,147357,2197,0.21,0.31,7,Yes,1
M00582,Automotive,14,Germany,118911,4533,0.03,0.28,9,Yes,1
M00583,Pharmacy,38,India,60334,3737,0.27,0.12,4,No,1
M00584,Services,35,France,34430,3006,0.0,0.13,4,No,0
M00585,Services,3,USA,152724,539,0.29,0.29,9,No,1
M00586,Clothing,26,UK,109854,2448,0.05,0.05,10,No,1
M00587,Clothing,9,Australia,199262,602,0.13,0.16,4,Yes,1
M00588,Automotive,49,USA,30229,3542,0.01,0.29,2,Yes,1
M00589,Pharmacy,6,Germany,140377,3348,0.26,0.06,0,Yes,1
M00590,Automotive,14,India,120500,868,0.09,0.26,10,Yes,1
M00591,Clothing,2,India,155088,3503,0.19,0.12,6,No,1
M00592,Automotive,7,Brazil,171226,2299,0.11,0.26,7,Yes,1
M00593,Automotive,27,Australia,137306,2440,0.2,0.37,5,No,0
M00594,Clothing,16,USA,41152,2451,0.09,0.28,5,Yes,1
M00595,Grocery,10,USA,103750,4170,0.16,0.25,7,Yes,1
M00596,Automotive,45,India,163291,2261,0.24,0.28,6,No,1
M00597,Automotive,46,Brazil,64147,2152,0.07,0.37,10,Yes,1
M00598,Clothing,18,USA,107053,2694,0.19,0.03,1,No,0
M00599,Services,50,Germany,188891,3695,0.24,0.23,2,No,1
M00600,Automotive,36,Canada,64542,787,0.0,0.11,10,No,1
M00601,Retail,6,UK,5882,4289,0.16,0.18,5,Yes,1
M00602,Retail,17,USA,129995,1137,0.08,0.21,8,No,1
M00603,Electronics,6,Australia,54187,4601,0.11,0.22,4,No,0
M00604,Electronics,33,Germany,64730,4016,0.07,0.22,8,No,1
M00605,Automotive,28,Australia,50398,1667,0.01,0.07,10,No,1
M00606,Automotive,44,Germany,107439,4712,0.12,0.18,0,Yes,1
M00607,Clothing,34,UK,120939,2380,0.24,0.35,8,Yes,1
M00608,Automotive,38,Brazil,21273,4978,0.07,0.29,3,Yes,1
M00609,Pharmacy,19,Germany,146074,1964,0.15,0.03,6,Yes,1
M00610,Services,50,Australia,138698,554,0.1,0.33,9,No,1
M00611,Grocery,50,Brazil,150436,3382,0.09,0.23,3,Yes,1
M00612,Services,10,Germany,148757,4475,0.1,0.27,7,No,1
M00613,Pharmacy,2,USA,164735,2163,0.25,0.13,2,Yes,1
M00614,Clothing,46,Canada,199114,4419,0.15,0.35,4,Yes,1
M00615,Pharmacy,40,Australia,28487,687,0.2,0.24,8,No,1
M00616,Automotive,13,Australia,20817,3100,0.15,0.21,8,No,1
M00617,Grocery,46,USA,168886,1122,0.08,0.03,0,Yes,1
M00618,Grocery,10,Canada,51583,2843,0.06,0.33,4,Yes,1
M00619,Services,28,USA,128497,369,0.22,0.19,5,No,1
M00620,Grocery,34,Brazil,79872,52,0.0,0.19,0,Yes,1
M00621,Automotive,39,USA,8860,3669,0.11,0.18,9,Yes,1
M00622,Clothing,27,Australia,140247,2480,0.29,0.16,7,No,1
M00623,Pharmacy,18,France,77010,4018,0.12,0.34,2,Yes,1
M00624,Automotive,25,India,7110,1314,0.07,0.25,5,No,0
M00625,Retail,13,France,31973,2897,0.06,0.03,9,Yes,1
M00626,Grocery,17,USA,57939,1185,0.18,0.19,9,Yes,1
M00627,Retail,25,Canada,89730,3714,0.12,0.11,0,Yes,1
M00628,Clothing,2,India,63434,2773,0.15,0.27,5,Yes,1
M00629,Grocery,42,Canada,69629,1053,0.21,0.2,10,No,1
M00630,Clothing,33,India,77877,4250,0.26,0.29,9,Yes,1
M00631,Electronics,3,USA,162894,1977,0.09,0.05,10,No,1
M00632,Automotive,27,USA,100680,2574,0.28,0.14,9,Yes,1
M00633,Automotive,37,USA,28604,4539,0.05,0.25,7,Yes,1
M00634,Automotive,8,Brazil,127541,112,0.15,0.04,4,Yes,1
M00635,Automotive,21,France,143282,2080,0.18,0.35,3,No,0
M00636,Clothing,5,India,68009,768,0.04,0.3,8,No,1
M00637,Automotive,5,Canada,54161,4778,0.16,0.08,8,No,1
M00638,Grocery,22,Brazil,22835,1316,0.1,0.34,4,No,0
M00639,Pharmacy,17,India,60018,3959,0.24,0.17,2,No,1
M00640,Retail,13,Canada,170012,355,0.18,0.1,9,Yes,1
M00641,Retail,21,USA,39721,1310,0.09,0.33,3,No,0
M00642,Grocery,49,India,106452,3595,0.14,0.3,7,Yes,1
M00643,Retail,1,UK,131698,3541,0.22,0.18,2,No,1
M00644,Pharmacy,18,Canada,14770,977,0.11,0.32,3,Yes,1
M00645,Retail,6,Brazil,118778,3597,0.04,0.24,4,Yes,1
M00646,Retail,3,Canada,109000,274,0.24,0.09,6,No,1
M00647,Automotive,8,France,140743,890,0.09,0.38,1,Yes,1
M00648,Services,17,India,58267,139,0.13,0.29,6,No,1
M00649,Retail,31,Germany,191594,1351,0.29,0.29,4,Yes,1
M00650,Retail,9,Australia,7600,3558,0.3,0.17,3,No,1
M00651,Grocery,37,France,98891,3356,0.02,0.2,4,Yes,1
M00652,Retail,16,Brazil,107117,1025,0.25,0.17,1,No,1
M00653,Retail,36,Canada,191590,4173,0.05,0.33,7,Yes,1
M00654,Grocery,18,Australia,109450,315,0.19,0.12,6,Yes,1
M00655,Automotive,22,UK,173241,3605,0.17,0.12,6,No,1
M00656,Pharmacy,49,UK,120911,1443,0.25,0.2,2,No,1
M00657,Grocery,49,India,118688,234,0.15,0.25,5,No,0
M00658,Clothing,49,UK,34091,4270,0.12,0.4,4,No,0
M00659,Services,49,UK,36240,4216,0.06,0.35,6,No,1
M00660,Retail,41,UK,45175,3592,0.08,0.35,0,No,0
M00661,Electronics,31,France,46724,1971,0.06,0.02,6,Yes,1
M00662,Automotive,15,Canada,191336,187,0.04,0.11,7,No,1
M00663,Pharmacy,24,France,84136,2548,0.2,0.03,3,No,0
M00664,Grocery,15,Germany,10297,2903,0.01,0.03,4,No,0
M00665,Retail,50,Germany,178422,2715,0.28,0.28,1,Yes,1
M00666,Services,40,UK,127139,1707,0.28,0.2,0,Yes,1
M00667,Automotive,3,Canada,85972,4078,0.2,0.32,5,Yes,1
M00668,Grocery,48,France,29173,1498,0.01,0.29,9,Yes,1
M00669,Services,40,Germany,107322,1359,0.25,0.26,9,No,1
M00670,Pharmacy,3,India,18946,187,0.13,0.24,10,No,1
M00671,Retail,32,UK,26845,2133,0.26,0.32,2,Yes,1
M00672,Services,8,India,11880,1964,0.19,0.15,5,Yes,1
M00673,Electronics,18,India,162684,1786,0.23,0.29,10,No,1
M00674,Services,36,Germany,51431,1486,0.25,0.24,6,Yes,1
M00675,Retail,48,Germany,160608,1925,0.1,0.36,3,No,0
M00676,Grocery,46,Brazil,83092,4940,0.07,0.15,1,Yes,1
M00677,Clothing,43,Canada,118344,2107,0.11,0.07,2,No,0
M00678,Retail,33,France,130717,3908,0.19,0.17,6,Yes,1
M00679,Electronics,43,Australia,189532,1274,0.1,0.39,10,Yes,1
M00680,Clothing,4,Australia,127689,2880,0.25,0.17,1,No,1
M00681,Retail,14,Canada,159022,3009,0.12,0.17,1,No,0
M00682,Grocery,30,India,130866,664,0.11,0.3,10,Yes,1
M00683,Pharmacy,10,Canada,103462,1115,0.07,0.11,5,No,0
M00684,Automotive,15,USA,158418,3145,0.05,0.05,2,Yes,1
M00685,Grocery,3,Canada,58198,4971,0.04,0.06,9,No,1
M00686,Clothing,38,Canada,80049,4615,0.06,0.24,9,Yes,1
M00687,Automotive,48,Canada,124881,4083,0.28,0.18,10,Yes,1
M00688,Retail,21,Germany,111756,2350,0.06,0.21,2,No,0
M00689,Grocery,12,India,143130,3378,0.19,0.26,10,No,1
M00690,Clothing,1,Germany,129301,4162,0.23,0.27,0,No,1
M00691,Electronics,1,Australia,11332,1519,0.0,0.22,2,No,0
M00692,Electronics,50,France,131996,2475,0.16,0.28,8,No,1
M00693,Clothing,39,UK,46176,4429,0.22,0.29,8,Yes,1
M00694,Retail,45,UK,147420,1661,0.06,0.36,5,Yes,1
M00695,Retail,26,Australia,98666,2244,0.13,0.09,1,Yes,1
M00696,Services,20,USA,38611,4445,0.24,0.06,5,No,1
M00697,Pharmacy,14,Australia,92529,1041,0.07,0.35,9,No,1
M00698,Services,43,India,124821,940,0.07,0.34,5,Yes,1
M00699,Grocery,7,Australia,127418,3036,0.21,0.22,4,Yes,1
M00700,Automotive,13,India,89477,2392,0.14,0.32,10,Yes,1
M00701,Services,27,France,11970,2310,0.05,0.02,1,No,0
M00702,Services,31,India,116267,2958,0.19,0.31,6,Yes,1
M00703,Grocery,10,France,86957,3397,0.21,0.15,8,No,1
M00704,Automotive,31,France,140304,2496,0.04,0.11,8,Yes,1
M00705,Pharmacy,28,France,131183,3439,0.19,0.32,3,Yes,1
M00706,Grocery,39,Australia,65800,4326,0.05,0.18,9,No,1
M00707,Grocery,44,Brazil,168713,498,0.18,0.14,2,No,0
M00708,Services,32,UK,170395,3633,0.28,0.03,10,No,1
M00709,Electronics,4,Germany,131619,908,0.24,0.13,7,No,1
M00710,Automotive,35,Brazil,148008,2282,0.06,0.14,1,Yes,1
M00711,Automotive,26,Brazil,66974,566,0.0,0.26,8,Yes,1
M00712,Grocery,20,Germany,32624,3379,0.04,0.02,10,No,1
M00713,Retail,18,Australia,78778,654,0.3,0.38,6,No,1
M00714,Retail,22,France,104641,1488,0.0,0.15,2,Yes,1
M00715,Electronics,15,Canada,14637,209,0.05,0.08,10,Yes,1
M00716,Pharmacy,34,UK,61773,3924,0.07,0.0,9,No,1
M00717,Electronics,17,India,169655,3665,0.27,0.22,8,Yes,1
M00718,Retail,13,Australia,60504,1299,0.24,0.05,7,Yes,1
M00719,Grocery,25,Australia,112017,38,0.17,0.37,1,Yes,1
M00720,Electronics,25,India,199260,986,0.02,0.12,6,Yes,1
M00721,Clothing,47,USA,187775,4631,0.25,0.26,6,No,1
M00722,Electronics,27,France,35688,880,0.07,0.01,6,Yes,1
M00723,Electronics,9,Brazil,25120,3244,0.04,0.04,1,Yes,1
M00724,Clothing,27,France,122780,4528,0.25,0.04,8,Yes,1
M00725,Services,36,India,169930,469,0.21,0.33,2,No,1
M00726,Clothing,1,Canada,106218,1791,0.07,0.23,2,No,0
M00727,Clothing,31,USA,72964,191,0.26,0.32,3,Yes,1
M00728,Retail,12,UK,32052,2554,0.09,0.1,9,Yes,1
M00729,Services,19,Australia,161509,3071,0.08,0.04,4,Yes,1
M00730,Electronics,41,Australia,122351,4294,0.16,0.01,10,No,1
M00731,Grocery,46,Australia,38930,2162,0.24,0.23,6,No,1
M00732,Automotive,46,France,159302,4492,0.26,0.12,0,No,1
M00733,Automotive,38,UK,55741,1704,0.09,0.19,4,No,0
M00734,Retail,11,France,79827,4399,0.17,0.27,7,Yes,1
M00735,Retail,31,Germany,173446,2303,0.19,0.31,7,Yes,1
M00736,Grocery,34,Brazil,77490,4886,0.15,0.34,1,No,0
M00737,Services,42,Brazil,181168,3989,0.3,0.18,8,Yes,1
M00738,Clothing,31,USA,43739,4863,0.07,0.02,5,Yes,1
M00739,Automotive,28,Australia,38546,982,0.29,0.35,3,Yes,1
M00740,Retail,48,UK,191831,2255,0.23,0.21,2,No,1
M00741,Automotive,23,India,183909,3975,0.05,0.38,5,No,0
M00742,Grocery,34,Canada,53388,1379,0.26,0.01,2,Yes,1
M00743,Electronics,7,Canada,86372,2283,0.14,0.21,10,No,1
M00744,Grocery,24,Australia,53849,4542,0.03,0.3,0,No,0
M00745,Automotive,27,India,119727,3543,0.11,0.27,5,No,0
M00746,Retail,33,Germany,171281,56,0.21,0.14,6,No,1
M00747,Grocery,8,Brazil,80833,2427,0.06,0.35,9,No,1
M00748,Services,20,Germany,42529,3908,0.24,0.23,3,Yes,1
M00749,Pharmacy,26,India,7070,532,0.17,0.36,1,Yes,1
M00750,Automotive,31,Australia,170550,1660,0.22,0.1,6,Yes,1
M00751,Automotive,50,Brazil,153072,2138,0.28,0.39,10,No,1
M00752,Grocery,38,France,77018,1464,0.17,0.3,7,Yes,1
M00753,Electronics,2,Australia,168233,4030,0.13,0.37,2,No,0
M00754,Clothing,38,France,192836,1725,0.19,0.25,0,No,0
M00755,Pharmacy,26,USA,43214,3611,0.12,0.3,9,No,1
M00756,Automotive,41,France,143683,1439,0.23,0.06,0,Yes,1
M00757,Grocery,36,Australia,197520,2897,0.13,0.06,3,Yes,1
M00758,Retail,44,Brazil,171399,4903,0.08,0.21,9,No,1
M00759,Clothing,20,Germany,140516,4303,0.19,0.21,6,No,1
M00760,Services,14,USA,171999,896,0.18,0.34,7,Yes,1
M00761,Grocery,31,USA,136324,2130,0.15,0.34,10,No,1
M00762,Services,20,UK,64840,1098,0.07,0.36,0,No,0
M00763,Grocery,20,France,87350,3730,0.22,0.03,3,No,1
M00764,Retail,50,Brazil,51783,3089,0.05,0.07,2,Yes,1
M00765,Clothing,6,Germany,192922,292,0.14,0.2,1,No,0
M00766,Clothing,10,Brazil,116597,4233,0.05,0.31,4,Yes,1
M00767,Grocery,3,UK,102088,1681,0.28,0.39,4,No,1
M00768,Pharmacy,17,India,137199,4063,0.16,0.34,5,Yes,1
M00769,Clothing,17,Australia,55240,3675,0.05,0.29,3,Yes,1
M00770,Services,18,UK,80517,3023,0.25,0.13,0,No,1
M00771,Retail,50,India,33419,4992,0.27,0.13,2,No,1
M00772,Pharmacy,2,Canada,164746,825,0.22,0.13,1,No,1
M00773,Grocery,46,Germany,36411,28,0.18,0.32,2,Yes,1
M00774,Automotive,4,Germany,190773,1602,0.19,0.18,1,No,0
M00775,Electronics,8,France,49908,3605,0.27,0.29,9,Yes,1
M00776,Electronics,44,UK,28018,535,0.0,0.18,10,Yes,1
M00777,Pharmacy,28,Canada,5180,205,0.21,0.16,2,Yes,1
M00778,Clothing,14,UK,177910,1835,0.13,0.31,1,No,0
M00779,Pharmacy,36,Australia,69921,2427,0.28,0.37,8,No,1
M00780,Clothing,39,Germany,170329,1262,0.16,0.13,9,No,1
M00781,Automotive,18,Brazil,198475,808,0.26,0.06,8,Yes,1
M00782,Services,44,Canada,121724,415,0.16,0.2,4,Yes,1
M00783,Retail,7,India,177988,3033,0.26,0.0,2,No,1
M00784,Services,5,UK,83459,349,0.19,0.2,4,No,0
M00785,Clothing,33,Australia,20938,244,0.02,0.06,9,No,1
M00786,Retail,47,UK,24505,2153,0.08,0.06,9,Yes,1
M00787,Retail,22,UK,78583,949,0.05,0.23,10,No,1
M00788,Clothing,50,France,191155,2699,0.16,0.08,4,No,0
M00789,Electronics,32,Canada,51373,2547,0.11,0.17,9,No,1
M00790,Retail,46,India,51802,462,0.15,0.13,1,Yes,1
M00791,Retail,49,Canada,57555,3476,0.11,0.38,3,Yes,1
M00792,Services,12,USA,55207,4595,0.14,0.4,0,No,0
M00793,Retail,35,Brazil,60156,3049,0.26,0.29,10,Yes,1
M00794,Services,6,Australia,99096,1957,0.07,0.1,5,Yes,1
M00795,Pharmacy,30,UK,75072,542,0.12,0.39,2,Yes,1
